x,y
7888.9260343589285,3059.9927729409337
9847.50722404128,4488.618165831717
5751.608997607525,6578.866746642866
9571.186525062541,2695.5614975856824
2824.572375028195,218.61374057621785
3246.646175101886,1531.2221807868586
714.0215689915385,8278.29586448752
3675.0587780778833,6421.415994321562
6634.41434180667,9787.298938709815
6831.9058281092175,9499.936077166365
7592.585112098047,6050.888566608716
3975.2419706959186,4525.058896347017
4025.100909940206,5736.896373758058
7299.951123934569,9385.214632163415
1176.4814515674836,3415.760309706561
8645.302303909413,3504.5620722245553
2823.526124465514,6531.392022047004
1934.1134666023029,5398.454062686484
4520.033501000519,6252.140687326742
8472.503009942764,5520.608937533193
7182.310089875299,6212.583686375656
1685.2977147559056,493.3069002757362
1505.4232581842907,5820.736185853747
6284.55807002009,8203.768760480722
2689.449135993717,8519.556889330684
5101.657236706857,5269.420018262744
7556.815657005086,2014.08011559973
3671.8033131226157,8856.658957768002
3640.734939075225,2364.85266925779
1771.6066297006116,3167.891595112826
4767.274946790531,2663.7629645626916
2147.2596701199886,9642.92284350522
3608.611782955297,8023.999256124371
9109.270233123716,7530.931220512893
8245.567859995028,1131.6824116191938
1545.8498837386746,3330.373328371753
5282.114254303641,4383.720389398907
9041.668960740684,8381.695014209756
8278.956154147818,150.49382978467696
6993.095703771699,6452.245438513937
6208.070349987717,2839.5258811973436
3834.6116060184277,3656.434187012737
6091.667145029061,9189.535340674136
6010.589633769192,1775.8263918099103
8168.561314786065,7113.528116912522
7746.702710889391,2147.6415725811203
8302.616192776612,1389.6843514791713
994.3076446815047,5189.779508533428
9821.572677446653,8549.323809853611
7255.263241819432,4149.303104209571
8541.676552112303,1335.986213580541
3615.9188088827686,8062.837095844299
9740.171081659504,3051.4820215351
7939.332942982743,7614.400423897798
3305.27907500491,8608.13463544352
359.59662034281024,8017.954016734562
3653.555715422231,2741.5646950210817
6885.931526259109,2736.41594989398
8429.322364946893,5828.119063119412
4313.354149358859,9529.039284917437
66.01797977233149,3245.1907177839066
4233.881602848903,1267.3322135834874
3729.7250665615034,407.129200962284
7592.799760741409,8753.967615374413
1040.5028651207203,8185.616684086652
1846.8264616547735,8711.009833347975
5920.033653076492,6427.195466484574
6578.500004447705,5599.104382640367
631.1774650542201,9104.262593032225
2528.7098120668593,1558.4199321616854
7653.94442581856,466.75400148741164
2790.2713850934356,3953.0037435216414
3503.6151220120705,4535.729311978671
9570.027495051461,3905.5067861145685
3225.7760697111216,1485.4706952494357
3903.0925787110227,6799.406224962663
8767.751689766234,5334.821204978905
5205.344739953582,2509.1698069525623
9085.626318024111,6387.891024987062
1702.7586405721984,1794.3453976796275
5520.487656534686,7617.307614165212
4680.56175164237,3460.4082970864038
7424.236350865057,1517.39188631532
6535.885333890612,3954.4338373201836
7809.980540087933,8902.251238414232
774.392524581845,7012.883319790081
9327.370163205569,420.8584092437495
1103.0377598614893,4315.439133147838
2905.5945766288573,9388.303410157558
2413.872922556993,5336.804276473605
8068.772253125142,337.10962791953847
2460.7199227499923,4923.337440212554
2483.268003185297,7383.297684584811
7911.8373147943075,6817.129966555963
457.6532457811289,6451.274803009812
2606.2227069575993,8430.139811095643
2179.739506558085,1159.8374425397774
8810.835659564298,5463.693913221094
9041.911800793481,7847.199875076842
5101.012546995105,6475.125200366279
8049.9797285957475,8610.355028975542
6248.9909157694365,3735.801632770416
8374.535929495301,2220.674918759454
580.7441197555862,7052.185302052712
3170.4837498204506,4522.562758938074
5868.935907534103,2971.8753091628414
1420.524717569276,2840.5208063447108
32.27774048311205,7929.83048985288
5566.05651832346,8065.338646836326
9482.115288233053,1379.131293665492
3651.994528761213,4939.7027220984255
2218.4079461028205,5110.022696740442
3767.145268307341,4778.80306380943
3095.5851455843776,8012.25278182332
4307.983286436706,1473.9611328434066
7767.755138069272,653.8173717912276
5329.09238690298,1143.4770900011993
8342.788147495434,9649.954360551603
3179.011022266676,9939.2860707211
9844.792823769774,2018.533281008622
3207.981881418759,3237.6354634847394
4732.366883830904,7862.317527469802
6919.206173855591,3720.83311100616
8420.432901754686,5979.00029482185
7449.479895240844,5304.94327702303
5601.746625318916,3278.2151088679047
7571.20655665406,1405.1464916942225
2432.0493680342915,9007.975105424657
1871.1920264630744,4820.714770348669
4166.234254691024,7498.942972233665
1175.1705976063054,449.5522638720806
7821.193989908725,2538.498567629811
8087.354240537441,9750.77330150483
8068.6130552594395,3478.638507358349
1936.7750967560405,7044.120683991408
8861.582832418953,742.122134723805
394.1971959869073,4633.532140664174
4866.019032451998,7310.1333782452
2592.0378148219816,2403.284977010606
9283.26768604354,9729.305454770556
2022.7200641702614,4447.400474785318
4666.141730250517,6789.238314109998
8313.802520377994,7641.051911065816
8112.085058193579,5647.913206577339
3892.652598957568,6215.962414683632
9024.464571074834,8559.419786011133
8047.799422168772,707.5554578004018
5127.701588097353,539.2043656727897
8239.568387979634,6362.134641707945
8760.548576131541,9022.268477763077
9790.666864373808,5986.95760415306
5502.197749444728,8166.762482403268
3529.169013336425,8963.044383422766
4237.181946163272,107.31798837854024
6619.398025111542,2680.1672416129186
923.301683263833,1306.3881492360597
1385.0853873302815,6008.181418098281
4611.649945072542,1277.2133539790632
6038.11294250589,3616.5521213184215
8543.93413120358,5634.395901416199
1232.0110369668469,6321.775735544475
6963.221125300396,4581.575573040185
7168.315285565024,1504.0411623349514
2528.1708649186508,6900.846481382029
7747.167633202577,8736.42148984369
114.34258408796083,4033.922538163631
7755.131874863337,4905.779198515869
2750.1207582845786,3581.952453787848
6336.372791754913,7215.220658639438
1699.6554422012089,240.16262509166998
8755.296063907517,2826.7198890167247
1334.6190324787333,6871.705602807461
5274.702626407837,7107.415980281709
3113.712043519301,2795.584761246782
4227.846480574567,9700.65362537598
5320.090483567074,2861.106209281944
7188.535722456827,760.9889774596745
6815.100503894865,721.7146249059791
980.81776057795,7338.103492889803
7641.833213899417,435.8343459338421
5008.000503302213,3166.353818234242
9478.633411349929,5865.9797463575205
447.3184794733753,6637.547939655335
7987.759127918741,3138.1873170539266
3595.467756033005,3165.3520397802804
4788.503082934269,8686.159495174079
1978.390198677048,6995.707154042805
201.35005463160493,3645.650088828817
103.35304150907886,4906.277064339108
3201.886439649683,3858.082040313273
9280.599616215071,6279.622536792864
5709.908871852899,441.1005353856512
8790.847079145218,5315.639800455146
2202.5686111232003,2238.6347728942046
1628.8943414913847,3402.8183161658853
5037.108045446868,7169.498630908108
8200.024746308336,2362.538197463007
2388.7470627029593,5116.750920895102
4484.049952461898,7050.888815619352
3645.5476983090907,2167.527857440038
2936.6076119867625,510.76247963444456
7851.256606866631,8803.027909679831
6537.313698567016,7268.418953353693
6487.518456169477,2984.7307215247233
4528.997758642456,8407.553234833424
7929.330826317672,4127.653798090623
8934.881111747389,8928.265853236218
994.1647707039824,4508.884513103368
6296.790990029861,4931.202077141768
9329.432620141148,2196.0907633113748
7734.322488875125,4866.477255776107
1163.050515129893,7943.161392199606
9233.922559848934,8631.193301087318
5696.852002629425,4941.560487302529
8769.960373840355,1610.1102295565483
913.9600905556455,1275.2990648722207
1764.9743503724003,2375.255012933338
2811.0563965629576,7442.979121421359
5953.0196278634785,8774.979566119659
6437.6225998866885,9694.556274490315
2672.776751469863,1345.346855012892
8884.327563555571,2921.701727159386
8533.57358179937,4288.888766742212
7150.918202445824,2398.8417310805944
362.51857452592293,6197.35731525599
4620.735446153694,4501.199865334841
7888.2572898943245,498.67430802188693
9124.536092628714,7347.697259070905
9197.339046921106,8644.198455620697
4256.9503713061895,8404.92061769492
121.30546836032651,2050.922648472149
1745.635575647304,7254.196126900141
3636.5720779442913,5248.076162562036
6886.888996468525,1194.5625910318859
3511.3544066418476,8083.856262742074
8306.891528612045,4480.324437443145
2772.613477699797,1979.0227960380935
5981.943706771584,3698.518687578678
2557.7545171733773,4242.41295590157
4328.907512578901,9408.740617017374
8195.821453035545,9045.348367975941
6133.41961576097,7446.599278975567
8463.093835318537,2715.481756118652
4925.5053338365215,8984.472543588892
6091.542169691518,143.6112944490031
1170.5290306152383,4610.53084823102
4340.690868162013,8919.064775568573
9279.143527781334,3366.75862321404
4686.694322723798,1925.078339906282
7446.274787852957,5788.782187826164
3765.612841839415,2532.4904388481004
7274.531861851202,2329.2563928081345
988.5434622182665,8200.07597562715
947.3417983807586,2188.583938557752
802.8427934172677,1108.522030459902
4013.6126146562033,6314.299480500739
7688.886318019475,1177.1185041774834
135.48100497297932,3485.1305110258922
9861.549152915952,2273.157878582462
1754.5255749238831,3049.0828295660667
8662.767379784515,7863.413209529717
1699.4298538323937,8502.806341599686
8960.57689192019,6469.37915918372
7645.529658739648,519.4225637751448
1966.8522107696185,1752.9592366091483
4434.416745889546,8051.397550313991
3798.412095724388,7144.383820350494
9744.470233838489,8770.386417557233
3959.1407668049783,5938.302353256964
2580.822521362265,1605.0406393205762
3464.6974074130967,4866.655033975251
5831.433405935171,658.6261031740581
7157.167808262763,2866.571278492633
6240.756025868031,5567.758918399972
9313.101463383502,2556.900240340956
6008.670733434191,2644.961433860555
8255.544026641564,6288.63394241741
5132.56753655422,3682.195537606616
1621.9584640704388,1609.0048419509517
3295.871197844622,9492.003071381198
6121.718551337894,8211.563333429327
5911.218365257354,7877.203915889919
462.416769944346,3549.9212869318185
415.7086956579459,7012.154096249167
5416.204424352307,919.8982076170137
9053.873658697003,3960.065367037544
7450.74036812401,1825.6299879674975
4327.835832431907,1510.5641895676458
6665.504260824573,6918.367162697246
1165.9883061853116,5139.545408951476
5012.44759763257,4040.228936128154
6196.069758309068,8660.823561491194
8247.755198125406,7016.132377585394
7691.345900023374,3086.166912902313
8310.79356494703,7265.076363267119
4656.145830531828,3898.129758640225
7112.3899134740695,4411.985962865057
8990.82929056928,3237.6323160383545
7085.420475476678,9417.554344362392
3242.5786032106353,7363.721632489785
3801.4330635625106,4403.22240644918
5712.455363265878,2041.2910070716773
9087.304176213147,1018.6468745232902
5006.657733692731,7964.178958089755
9217.975937253292,1757.5005181572178
1414.018855327327,8033.769855094683
1641.486544880819,2497.5332398038217
1218.1548167053836,4084.4835856292584
7965.906455689435,7485.538916430431
8068.7027614971585,3826.0701104035734
4137.182341109012,5664.069468641219
5064.4808722157795,1608.7916631086919
8735.635540828258,1347.3037464325012
552.7043119302533,9184.278980779656
780.0469497630303,4579.177529181569
4360.400283910145,5335.488317175195
7322.52314203239,5505.1625752557065
7202.739216493076,4811.169632084171
